epoch,loss,val_loss
0,9.215554130509881,7.677919159027987
1,7.440954114098455,7.082674833799988
2,7.229660140991211,6.956080475993611
3,6.973169929515606,6.834679932509562
4,6.784344609552607,6.5954050108766324
5,6.69374714779754,6.563632553729179
6,6.6044897074756355,6.462250618634201
7,6.563900343376285,6.337716967685927
8,6.507085838518256,6.313145106751622
9,6.453946548378659,6.17656523037419
10,6.4366854478371955,6.215892723958596
11,6.378206271360683,6.202770089101715
12,6.370708169055085,6.093256209316469
13,6.339790934507279,6.347358363125359
14,6.343058066582502,6.065094082729112
15,6.290793661552078,6.131391407407351
16,6.308917958624151,5.99559764137946
17,6.247090357999388,5.902511051282744
18,6.256786631416643,5.997940767562447
19,6.268302353452275,6.059313995194936
20,6.229030945937544,6.05845572297523
21,6.204371410793542,6.037846817146018
22,6.213617493068439,5.912306538306068
23,6.195757575169579,5.869907485456575
24,6.182890037562624,5.941256919854677
25,6.187181088768007,5.90850390756265
26,6.16817622157618,5.964144008032532
27,6.172879401279669,5.871835516804833
28,6.150197055682583,5.962066127333387
29,6.150653982600816,5.943587747644723
30,6.153604240774117,5.959923471503188
31,6.116169835567474,5.8039930009302685
32,6.124777454274597,5.813295657107056
33,6.120761541956161,5.778132334664488
34,6.105778253009131,5.829989844647286
35,6.094153639061218,5.783361850146909
36,6.090034621226006,5.840347109010416
37,6.097535989796062,5.816035469437262
38,6.101910871782817,5.809924049408255
39,6.105387602519769,5.857776217391303
40,6.069659099980819,5.88779038258246
41,6.084838508344503,5.725628943743729
42,6.0609422213409045,5.762558947087104
43,6.054186518111332,5.778542849089295
44,6.061168031273248,5.798346453221433
45,6.035752154419401,5.895816524887701
46,6.076611439511249,5.704700840501677
47,6.04455569933849,5.796022975964769
48,6.03950178722348,5.831180335246689
49,6.050777999897491,5.73366170630509
50,6.0458015554073965,5.6707283167923785
51,6.013179718430513,5.69878372121512
52,6.034916246357051,5.721984778544437
53,6.025757500217494,5.7054780804475405
54,6.0241818011168595,5.910704588851559
55,6.017931523656139,5.785862391137537
56,6.022727385432611,5.932696575109331
57,6.010379166490074,5.671914448067907
58,6.007693033669845,5.7094181781824265
59,6.013958981751158,5.659075437339327
60,6.004234883062284,5.770340268561836
61,6.013693760871887,5.701664219765362
62,6.0061207730687665,5.847627368612706
63,5.996584701400918,5.675388733674328
64,5.995037507417464,5.661452137788394
65,5.985282291965557,5.75872557228717
66,6.00169804222804,5.643719421257303
67,5.977240881294555,5.681288054378429
68,5.974777645707228,5.769096867525905
69,5.969090762933642,5.879113014757344
70,5.978740272762911,5.682692146455336
71,5.9659489711627645,5.862834328018213
72,6.008081248267105,5.699449844237098
73,5.975264838053312,5.6483514597804945
74,5.959852061063828,5.761858559579187
75,5.978199281072864,5.662475599803524
76,5.954010897301187,5.621781837574307
77,5.959780153388206,5.693182141792408
78,5.967375481123474,5.598137427994046
79,5.9476808738279106,5.622910276175701
80,5.623653934862353,5.275318314455245
81,5.508149743803252,5.216380221007906
82,5.4789286751467134,5.157002541475804
83,5.440077939688634,5.137095055402963
84,5.434606455689068,5.100653730802274
85,5.388324642694285,5.109740466794213
86,5.387136865486668,5.088090879659083
87,5.374782386889758,5.0451748582966305
88,5.357110293838456,5.046280099810229
89,5.3334982290656185,5.045142308575657
90,5.317344630718231,5.03211475150458
91,5.316155532296354,5.013966422473865
92,5.317902072271705,4.977781352010798
93,5.30235089686789,4.986208448887641
94,5.292682720404033,4.974763870239258
95,5.264799440803883,4.997092623702929
96,5.281244586522103,4.978027702725955
97,5.247899156776425,4.973483480043673
98,5.241815362696158,4.949361825027836
99,5.2289112698598705,4.9370380518702195
100,5.197841968450498,4.892164614743678
101,5.1839366257656625,4.889889630824568
102,5.1921089702964265,4.881748955931532
103,5.152949420709963,4.883321355348257
104,5.1666393150912615,4.874604239024715
105,5.147795223815528,4.873612339161517
106,5.154779213244603,4.867484062669351
107,5.177665935732486,4.872254692872622
108,5.1570502427242895,4.867570378668667
109,5.156410473639921,4.86815011327987
110,5.1664115958422245,4.862873258421224
111,5.1439135665182665,4.868438310885082
112,5.160736592012308,4.8629293364739
113,5.141044551753229,4.8659279774001805
114,5.141065620465064,4.858678471098424
115,5.148230969931945,4.851901344028159
116,5.138133512012328,4.853126505850205
117,5.141517155822435,4.8539805712723
118,5.155315867896286,4.852053344923768
119,5.153267705917359,4.85720209620881
0,6.343966642379761,5.85202772994804
0,6.3969305849075315,5.8052670103475235
1,6.081464812278748,5.92519378878766
2,5.957932468891144,5.659525623999428
3,5.825853677059384,5.634322107897437
4,5.802084339380264,5.582984887966239
5,5.7993588552474975,5.543514291188636
6,5.773675252524637,5.489779328491076
7,5.7003324751853945,5.536884611276895
8,5.779200582742691,5.922144875098892
9,5.717691612157753,5.498135885629978
10,5.635660021543503,5.394269298033876
11,5.671009073019028,5.451614316667224
12,5.61786889219284,5.349738751310909
13,5.583295748031454,5.34087056176728
14,5.562309653282165,5.327889311342517
15,5.527640235185623,5.301616100483064
16,5.559482618176145,5.411193670816298
17,5.530418703317642,5.241222232146872
18,5.539875272512436,5.407089570949459
19,5.5332734098283645,5.179872728366652
20,5.458086745977401,5.448865025705976
21,5.486195506811142,5.352358815791341
22,5.471652381420135,5.299561089383189
23,5.452556005614199,5.265954153073624
24,5.433844474315643,5.26827403744126
25,5.468213992357254,5.392838779529963
26,5.495292410409575,5.222114548544506
27,5.439481521368027,5.190576045116431
28,5.36209882569313,5.148154337013287
29,5.388082927040714,5.056133586774927
30,5.376779380083084,5.137061927738405
31,5.339896423339844,5.21271033857096
32,5.345058297395706,5.112542311767769
33,5.297612094039245,5.076467711003031
34,5.356102423906326,5.121045960940914
35,5.456887280941009,5.235781084595667
36,5.313766021218846,5.127269210212643
37,5.326210294485092,5.076514737864111
38,5.309931049346924,5.068800580857836
39,5.264336758179127,5.189010129991757
40,5.26124708032608,5.132168257660164
41,5.251626157522201,5.167518943788932
42,5.235890604734421,5.030606032428911
43,5.2254740496556025,5.074421411377163
44,5.222994608163834,5.081712566881842
45,5.262681706428528,4.964677896272385
46,5.226924282775296,5.006303857813359
47,5.184566519021988,4.956206465913329
48,5.218145635128021,5.006715254223212
49,5.250793982640183,4.9735289371552875
50,5.1547257332801815,4.969786225112459
51,5.176337143421173,5.0971885207974275
52,5.200494019650192,4.967201195163757
53,5.130385458469391,5.0737192081422915
54,5.178758286714554,4.977218970391593
55,5.197633237600327,4.900809559856747
56,5.138180836283559,4.916547252981651
57,5.179117370843887,4.917757277438636
58,5.19740079164505,4.968170555179069
59,5.161661143633153,4.940843593804632
60,5.117308930635453,4.95281493013818
61,5.104635349988937,4.943056689518142
62,5.1199129754491,4.9936655361644675
63,5.160674708604812,5.011227210426947
64,5.077618641138077,4.985027182034799
65,5.080724789142609,4.9497630954366505
66,5.1024496915628665,4.934179640836978
67,5.066697652578354,4.842856489446899
68,5.109616435527801,5.018559428958015
69,5.076644496358424,4.916956586338977
70,5.043893791913987,4.970975486065151
71,5.011827545166016,4.914759478151124
72,5.075562669335603,4.952454856601401
73,5.021999519109726,4.883956767678838
74,5.09485752081871,4.869039411305996
75,5.075124187707901,4.846134542841133
76,5.087292137672846,4.891634749528472
77,5.01242290854454,4.844240513390987
78,5.027009338378906,4.953926562011145
79,5.035183090415356,4.850438667036991
80,4.695288600444794,4.476312773774629
81,4.527608888626099,4.418493538998633
82,4.492860190862651,4.391523924898446
83,4.3734615776538845,4.368067888046505
84,4.4323580806255345,4.357079831483098
85,4.390135867834092,4.339691816797549
86,4.304161478415597,4.318323076830542
87,4.380140570402145,4.322976284872542
88,4.333428633928299,4.308077168435773
89,4.305996812420716,4.319647713797543
90,4.313327036380768,4.2916607290073046
91,4.281749096155167,4.277589572361867
92,4.270696431279087,4.283795056512552
93,4.230563436031342,4.2754304118707225
94,4.292586813926697,4.262227895090383
95,4.247687657117844,4.262370553319019
96,4.243523985648556,4.263723024499628
97,4.231860850095749,4.2567614619778125
98,4.213022771120071,4.244908755786584
99,4.170699818693609,4.252504856212844
100,4.218404219865799,4.216849989093756
101,4.188474534511566,4.210850683668318
102,4.174714796728282,4.20374452461141
103,4.14242613530159,4.207243645326002
104,4.185422288179398,4.205394643766622
105,4.1559490898879075,4.202200058348152
106,4.14353689622879,4.19947667383801
107,4.134787177801132,4.1997257720961905
108,4.1890390400886535,4.1998463559998065
109,4.1183474849852875,4.200183181510411
110,4.181439826488495,4.1951145207169365
111,4.148891283035279,4.199493078162867
112,4.16024920728514,4.1958774590627055
113,4.178718454837799,4.1971174390905315
114,4.131818635940552,4.196213282608639
115,4.080054715072946,4.193163852121603
116,4.159782917261124,4.188791595820656
117,4.120507972478866,4.194269262819953
118,4.11758849644661,4.189982632154024
119,4.132310003400136,4.1891766020092325
