epoch,loss,val_loss
0,4.179684716701508,3.420650262816901
1,3.322981808423996,3.243601799685841
2,3.108760261774063,2.926058839722867
3,2.955198860883713,2.9386741882280143
4,2.8553857624530794,2.824366422819377
5,2.7675837866067887,2.74652741754204
6,2.6907772433757784,2.709881315926172
7,2.6493991709947586,3.09695793229773
8,2.6171741499900816,2.7130570475489035
9,2.5781203367710113,2.6558694058334846
10,2.5333856925964358,2.5832748910330063
11,2.5431372491121293,2.6154973779301462
12,2.470254692196846,2.7050539610999227
13,2.479974375367165,2.605079165075051
14,2.451095029950142,2.5743465164421133
15,2.431289705514908,2.547473953878281
16,2.431934641003609,2.74273951414536
17,2.433461373925209,2.513523396344377
18,2.4113619154691697,2.525142616636487
19,2.3969500858783723,2.4971235306075767
